task_id,graph_id,seed,alpha1_run_id,matched_o0_run_id,same_task,same_depth,same_seed,same_initialization,initial_theta_max_abs_difference,same_optimizer_name,same_nfev_budget,same_cobyla_rhobeg,same_cobyla_catol,same_optimizer_implementation,alpha1_scipy_version,matched_o0_scipy_version,same_scipy_version,alpha1_actual_nfev,matched_o0_actual_nfev,same_actual_nfev,objective_trajectory_available,initial_objective_alpha1_minus_o0,terminal_theta_max_abs_difference,terminal_objective_alpha1_minus_o0,P_feas_alpha1_minus_o0,G_feas_alpha1_minus_o0,P_opt_alpha1_minus_o0,alpha1_terminal_cvar_minus_mean,audit_classification
task-v2-59a464f36e13,g-bd62d2d752385cc7,1103,a2-4d31988d487a84b1c2ab,diag-run-3ebd1797a7119f731183,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,-1.4432899320127035e-14,0.5156259624124939,-0.07332033207476973,0.0013033521140581998,0.18439327099306624,0.0013033521140581998,2.242650509742816e-14,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-59a464f36e13,g-bd62d2d752385cc7,2207,a2-cccab2b1109ad302f11c,diag-run-d56278bfe90cdb63f09d,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,-2.4646951146678475e-14,0.9334138724325729,0.028999683385147135,-0.0007195764834382998,-0.12682866069611753,-0.0007195764834382998,-5.773159728050814e-15,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-59a464f36e13,g-bd62d2d752385cc7,3301,a2-1ae91fc5216e6b5a1dff,diag-run-cdbbc0f59bd9646943cd,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,-8.215650382226158e-15,3.678419169261815e-08,-6.185986389795062e-09,-1.2674480041885428e-10,-1.3925199660036469e-08,-1.2674480041885428e-10,1.6875389974302383e-14,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-5b5a3995de2b,g-bd62d2d752385cc7,1103,a2-3cc3e2f64bc4c85a30b2,diag-run-7113c77ca0548ce5faa0,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,-8.104628079763643e-14,0.010827104598933879,0.0006464937688521744,1.8217673216499967e-05,0.0024305238685466968,7.343234508699935e-06,2.8199664825478976e-14,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-5b5a3995de2b,g-bd62d2d752385cc7,2207,a2-01c4803874686e0b5342,diag-run-3d85278542bd5fbfe350,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,-4.4853010194856324e-14,0.45364527547067257,-0.0329837389569656,0.0073657021675319,0.15792303860768442,0.002437348124711901,5.3290705182007506e-15,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-5b5a3995de2b,g-bd62d2d752385cc7,3301,a2-e9c0def4e7b284a6eafb,diag-run-3091ded5cc6f13bb3bc2,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,2.3314683517128287e-14,0.19662673774148587,-0.031964426392356415,-0.0007011780104023008,-0.022019163864151814,-5.555594091790055e-05,1.9984014443252815e-14,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-5d31ef4af595,g-bd62d2d752385cc7,1103,a2-c7c6f26ea2edf1dca195,diag-run-5a5547e31cc7f13c9118,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,-9.325873406851315e-15,0.5254613506004533,-0.046023895746055254,0.0021431256268196,0.22604427268123106,0.0005287541417340999,-1.7319479184152442e-14,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-5d31ef4af595,g-bd62d2d752385cc7,2207,a2-a53edc00b5a5f0da30ff,diag-run-105f2ff9568bf5c8e321,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,-3.3084646133829665e-14,0.01938731231418222,-0.0013616955873172465,-9.154570519849872e-05,-0.003351355415794899,-3.102150005359922e-05,3.3306690738754696e-14,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-5d31ef4af595,g-bd62d2d752385cc7,3301,a2-b929e26caec4afa053c7,diag-run-2dcdddb63bb5082ac026,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,5.5067062021407764e-14,1.3458061598470294e-07,8.811835927602374e-09,-3.3602466018023414e-09,-8.94159732922617e-08,-1.2287149006584563e-09,3.419486915845482e-14,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-a2561503b5d0,g-bd62d2d752385cc7,1103,a2-6b4ee667960f5b0d2ce3,diag-run-b767fb0f8331580bb59b,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,-9.059419880941277e-14,0.6491624023879293,0.05122024842656314,-2.398126322099986e-05,-0.0019929513694965095,0.00019009710405019963,-1.2878587085651816e-14,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-a2561503b5d0,g-bd62d2d752385cc7,2207,a2-d697a68d6b1fc6d3d57a,diag-run-bc00ee0fe8054275fd04,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,-1.6653345369377348e-14,0.05649843515896169,0.009366381931694923,-6.163366024910036e-05,-0.004011676447837509,-4.4979221970200146e-05,1.3988810110276972e-14,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-a2561503b5d0,g-bd62d2d752385cc7,3301,a2-cbb7f32c1ec78ef11c57,diag-run-f360e9c150ce558785e0,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,1.2878587085651816e-14,0.0576687800580337,-0.008776965302114803,9.199423702779992e-05,0.006962403700180975,8.038976669160012e-05,-3.7081449022480235e-14,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-cf1a83d8dbf9,g-bd62d2d752385cc7,1103,a2-7c8cfe475b0696bac7a8,diag-run-3a5ead527b918b8cb74f,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,2.6645352591003757e-15,0.5696712707428869,-0.04190543634844013,0.0026206603821124995,0.24786730474829133,0.0006405441493824999,-2.8421709430404014e-14,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-cf1a83d8dbf9,g-bd62d2d752385cc7,2207,a2-b9d725360b2a7099bc70,diag-run-31a59cbd6af99ee5f173,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,2.4424906541753444e-14,0.6245363456747746,0.01231214023451721,-0.0075040069866467995,-0.14972258978042063,-0.002338641242401,1.554312234475219e-14,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-cf1a83d8dbf9,g-bd62d2d752385cc7,3301,a2-0af3902beaded90c3037,diag-run-e2f6ecd38df756b628aa,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,7.771561172376096e-15,1.070336828170315,-0.3120397189643429,0.015552135249373,0.4246971145176315,0.0035809238001432,-2.3536728122053322e-14,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-e243a3cd3e64,g-bd62d2d752385cc7,1103,a2-7550d90ef3712d295f7a,diag-run-e7d12320929bc9ac8e5b,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,-1.5543122344752192e-15,0.015219309535896843,2.6707922447855026e-05,-7.21320194299992e-06,-0.0009381182679795153,-3.062105717699967e-06,3.419486915845482e-14,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-e243a3cd3e64,g-bd62d2d752385cc7,2207,a2-ca07eaeffa41a357a8c5,diag-run-8fe2d38058e813c0b318,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,3.4638958368304884e-14,0.04451662805104645,0.006530119499320364,-0.0006727334241744022,-0.014296822494585637,-0.00019434870210279995,1.0658141036401504e-14,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-e243a3cd3e64,g-bd62d2d752385cc7,3301,a2-bb0b4c5202f0d624b0f7,diag-run-40e382fcedbdf3de4815,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,-2.2870594307278225e-14,0.3343381896374443,0.04003488202017769,-0.0011723987398827,-0.04797388474072317,-0.0001369100216337001,-4.329869796038111e-14,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-f6d986d24578,g-bd62d2d752385cc7,1103,a2-03f0e7f139d97b8525fb,diag-run-aa757cfa051334d0b2a5,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,-2.8199664825478976e-14,0.99676372981482,0.032387262068866995,-0.005306952027069401,-0.22683702594928867,-0.0018177908375610996,8.659739592076221e-15,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-f6d986d24578,g-bd62d2d752385cc7,2207,a2-b54c80dda23386d17960,diag-run-9ad2c8763028433b1e56,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,1.3766765505351941e-14,5.49309234543216e-07,-3.9808599083812624e-08,2.0543196499814287e-08,6.860687520315878e-07,7.475574499704596e-09,1.7763568394002505e-14,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-f6d986d24578,g-bd62d2d752385cc7,3301,a2-90906bad11157c8bcc9f,diag-run-a59272ae74daba0f990c,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,3.2862601528904634e-14,0.12994176218133938,0.027453168512642456,7.989330873519988e-05,0.0032633633085419333,0.00021673796773079984,7.993605777301127e-15,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-420d9636beee,g-e0c69f84d376b633,1103,a2-a076be06362c16ebff61,diag-run-b3921aaf4907e37403d8,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,-5.773159728050814e-15,0.22708836068155858,-0.0052402307107011215,0.0006016693946942001,0.10352649728446961,0.0006016693946942001,2.3314683517128287e-14,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-420d9636beee,g-e0c69f84d376b633,2207,a2-fdd0159737032613b261,diag-run-f86fab816ae5ba52dffa,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,1.9095836023552692e-14,0.3784584560728806,0.03170074270222334,-0.0012082557937898,-0.11963208077323984,-0.0012082557937898,-1.305622276959184e-13,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-420d9636beee,g-e0c69f84d376b633,3301,a2-a50825932ab2cf27de77,diag-run-78204bf7d3efeae878ba,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,5.5067062021407764e-14,0.4089242759144093,-0.08549792231881725,0.0013484803535830001,0.2508115163758764,0.0013484803535830001,1.7141843500212417e-13,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-526a936f38d9,g-e0c69f84d376b633,1103,a2-e53f0e21ad2bd88dee4c,diag-run-4d44f634c27acec1923a,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,1.2922996006636822e-13,0.15713318942083848,0.03608661262687107,-0.0012542845690776006,-0.10352538576218606,-0.0002578981364893,-1.1501910535116622e-13,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-526a936f38d9,g-e0c69f84d376b633,2207,a2-83c74a432a85654b911f,diag-run-646d19694f6f39c9b7b1,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,7.904787935331115e-14,0.09666431194807412,-0.008265070302824418,0.0010438471244169,0.06821416285278703,0.00030840479344449996,4.6629367034256575e-15,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-526a936f38d9,g-e0c69f84d376b633,3301,a2-1c94d37a62395529071d,diag-run-c6717531bd7c7fd94b4e,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,-9.325873406851315e-14,0.5877556792920604,-0.08510280125802994,0.004824577187439501,0.30354923209197615,0.0010406258148020998,-9.70334923522387e-14,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-5f165c277bb9,g-e0c69f84d376b633,1103,a2-0869212abea2b1fd3a94,diag-run-a3aab5fdea67586be165,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,-1.8340884366807586e-13,0.05140221670157796,0.008763849443251148,-0.0002724246280186027,-0.006839835046167142,-4.1371222409900075e-05,-8.082423619271141e-14,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-5f165c277bb9,g-e0c69f84d376b633,2207,a2-d8fe55c949ed1764a91a,diag-run-1ee9ee51d21795397ca3,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,-7.72715225139109e-14,0.133523484569964,-0.020833705502350863,0.0008783034030395015,0.02303298926686015,0.0001733025090199002,8.038014698286133e-14,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-5f165c277bb9,g-e0c69f84d376b633,3301,a2-6fbc97b87ec3712f9c2d,diag-run-fde576034dc4442d2aca,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,-9.281464485866309e-14,0.6642464490942326,-0.06768646403268708,0.012387636024114199,0.348149904968829,0.0020369664249653,-1.0658141036401505e-13,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-6e79cb6720c5,g-e0c69f84d376b633,1103,a2-fc6fd4a1c287c3f317a0,diag-run-d8cb64f1fb0bc0616879,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,-7.704947790898586e-14,0.4518812431115526,-0.060347630716096834,0.0025799418770399004,0.19910132332436126,0.0013625184895353,-6.994405055138486e-14,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-6e79cb6720c5,g-e0c69f84d376b633,2207,a2-bb86a59571af3344e6ed,diag-run-624ae8424b561c649c7a,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,-1.0480505352461478e-13,0.453908396770753,-0.05692926850247981,0.004341390855210201,0.25616400870609235,0.0019529875300010003,-4.796163466380676e-14,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-6e79cb6720c5,g-e0c69f84d376b633,3301,a2-9f6c10c87cf9299a78de,diag-run-d27b173d5be181edff5e,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,-1.1235457009206584e-13,0.09881623195841094,-0.011378523211490688,0.00020493664840760036,0.012426076156940802,0.000133788264472,-1.5698553568199713e-13,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-780e1209d403,g-e0c69f84d376b633,1103,a2-11bd219fc6c6e8f5bed5,diag-run-36fa369d6bbf2acfb2a7,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,-1.3677947663381929e-13,0.6120489377112135,-0.05506581687953638,0.0030065798560827,0.2500787416894017,0.00047323357078930004,1.2589929099249278e-13,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-780e1209d403,g-e0c69f84d376b633,2207,a2-9c6d12c8bd5ece815c3f,diag-run-516ae8866c9bd57a4714,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,6.994405055138486e-14,0.44474315968638745,-0.00676810046078713,0.004205993474378798,0.08930841217773944,0.0006852268465269997,-1.7985612998927536e-14,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-780e1209d403,g-e0c69f84d376b633,3301,a2-8e092b7d89ed0796159e,diag-run-ca9f53568dcfe7d60488,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,1.6830981053317373e-13,0.4090152583942808,0.022385378349387697,0.0033516398548305015,0.0802947286417095,0.0004430711584956998,-9.481304630298837e-14,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-89b7591232ff,g-e0c69f84d376b633,1103,a2-d71a131ad1facc72c35c,diag-run-408800c644d160489091,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,1.5876189252139739e-13,0.11587176675835575,0.0021411717428814203,-0.0003380377918862998,-0.05328179724907489,-7.560216814699985e-06,1.2145839889399213e-13,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-89b7591232ff,g-e0c69f84d376b633,2207,a2-461afcd981f6637159a9,diag-run-2816bcb27f62bb17db76,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,-5.728750807065808e-14,0.1303518484040308,-0.004601678991794644,0.0011339742336396001,0.02297204313863599,7.185970096280046e-05,-9.83657599817889e-14,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-89b7591232ff,g-e0c69f84d376b633,3301,a2-83021cafe51b3b39aef4,diag-run-fd25c0e40fad3038f17c,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,3.6415315207705135e-14,0.10788914832229013,-0.014174833939332832,0.0014522822696030994,0.08520630482068636,0.00023268464217530006,5.5511151231257833e-14,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-e449b07a1126,g-e0c69f84d376b633,1103,a2-a9395def52d012980b56,diag-run-afac594a238ba9310257,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,3.863576125695545e-14,0.36300615961836324,-0.03842898751531654,0.0017663170088575001,0.20241812228645095,0.0010347148732205,1.2279066652354234e-13,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-e449b07a1126,g-e0c69f84d376b633,2207,a2-5c75880c8709ad6c25b2,diag-run-ac48fdc494c9ab79a08a,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,-2.0228263508670352e-13,0.42913045136124794,-0.04802906786321226,0.0021844514447673,0.18148636706191468,0.0012509041251652,4.9960036108132044e-14,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-e449b07a1126,g-e0c69f84d376b633,3301,a2-e556e4076ad16dffcbeb,diag-run-44d36e5885931b6650b5,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,-9.414691248821327e-14,0.4173252672428811,-0.044225522730934275,0.0030215690428294,0.26466213179692355,0.0017209702358053996,-6.439293542825908e-15,PROTOCOL_NOT_FULLY_IDENTICAL
