experiment,run_id,task_id,graph_id,objective,optimizer,depth,alpha,nfev_budget,actual_nfev,shots,seed,status,started_at,finished_at,runtime_s,output_path,error_message,git_commit,dirty_state_fingerprint
A3_ALPHA_SHOT_ESTIMATOR,a3est-1cbecdb61b73b3585c3f,task-v2-8b88de51ba21,g-f0c91af33253395a,O3,,3.0,,,,100000.0,8.093959359082931e+18,COMPLETE,2026-09-04T09:36:58+02:00,2026-09-04T09:36:58+02:00,0.012597249820828438,results/reviewer_robustness/A3_finite_shot/estimator_runs/a3est-1cbecdb61b73b3585c3f.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,623e42097292a26032959f6f8e7b3e7727d30efbdea743940336438e888777e8
A3_ALPHA_SHOT_ESTIMATOR,a3est-1cd1d286ca2511767cc6,task-v2-10d8be977e09,g-e23fad4558949e26,O3,,3.0,,,,1000.0,3.1538064506127165e+18,COMPLETE,2026-09-04T09:37:02+02:00,2026-09-04T09:37:02+02:00,0.00041875429451465607,results/reviewer_robustness/A3_finite_shot/estimator_runs/a3est-1cd1d286ca2511767cc6.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,623e42097292a26032959f6f8e7b3e7727d30efbdea743940336438e888777e8
A3_ALPHA_SHOT_ESTIMATOR,a3est-1cd94b2ff27dc4910cef,task-v2-693f08fcb4be,g-8c950d2bd101a5de,O3,,3.0,,,,10000.0,5.657114708620305e+18,COMPLETE,2026-09-04T09:37:01+02:00,2026-09-04T09:37:01+02:00,0.0014294236898422241,results/reviewer_robustness/A3_finite_shot/estimator_runs/a3est-1cd94b2ff27dc4910cef.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,623e42097292a26032959f6f8e7b3e7727d30efbdea743940336438e888777e8
A3_ALPHA_SHOT_ESTIMATOR,a3est-1cf22e17cdfefa053224,task-v2-30409dd5a775,g-686fdbb6f8f550f1,O3,,3.0,,,,100000.0,3.091673213247789e+17,COMPLETE,2026-09-04T09:36:59+02:00,2026-09-04T09:36:59+02:00,0.00972759909927845,results/reviewer_robustness/A3_finite_shot/estimator_runs/a3est-1cf22e17cdfefa053224.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,623e42097292a26032959f6f8e7b3e7727d30efbdea743940336438e888777e8
A3_ALPHA_SHOT_ESTIMATOR,a3est-1cfdcfcac7d2ae4cbaeb,task-v2-07632e755d52,g-a529fbde22ed09f4,O0,,3.0,,,,100000.0,4.073347634138993e+18,COMPLETE,2026-09-04T09:37:01+02:00,2026-09-04T09:37:01+02:00,0.008030678145587444,results/reviewer_robustness/A3_finite_shot/estimator_runs/a3est-1cfdcfcac7d2ae4cbaeb.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,623e42097292a26032959f6f8e7b3e7727d30efbdea743940336438e888777e8
A3_ALPHA_SHOT_ESTIMATOR,a3est-1cfe75dab9dce68f285e,task-v2-6dd269836f23,g-c45ecbe0242c6377,O0,,3.0,,,,10000.0,1.4830173317953912e+18,COMPLETE,2026-09-04T09:37:03+02:00,2026-09-04T09:37:03+02:00,0.0010768109932541847,results/reviewer_robustness/A3_finite_shot/estimator_runs/a3est-1cfe75dab9dce68f285e.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,623e42097292a26032959f6f8e7b3e7727d30efbdea743940336438e888777e8
A3_ALPHA_SHOT_ESTIMATOR,a3est-1cfead380a4504f8287d,task-v2-6dd269836f23,g-c45ecbe0242c6377,O0,,3.0,,,,10000.0,8.661539273826601e+18,COMPLETE,2026-09-04T09:37:03+02:00,2026-09-04T09:37:03+02:00,0.0011375145986676216,results/reviewer_robustness/A3_finite_shot/estimator_runs/a3est-1cfead380a4504f8287d.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,623e42097292a26032959f6f8e7b3e7727d30efbdea743940336438e888777e8
A3_ALPHA_SHOT_ESTIMATOR,a3est-1cff5dcb38d6ec1248ef,task-v2-10d8be977e09,g-e23fad4558949e26,O0,,3.0,,,,10000.0,9.030661607971724e+18,COMPLETE,2026-09-04T09:37:00+02:00,2026-09-04T09:37:00+02:00,0.0012837490066885948,results/reviewer_robustness/A3_finite_shot/estimator_runs/a3est-1cff5dcb38d6ec1248ef.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,623e42097292a26032959f6f8e7b3e7727d30efbdea743940336438e888777e8
A3_ALPHA_SHOT_ESTIMATOR,a3est-1d29014a4c3b07efb408,task-v2-a9de39f81405,g-0780828b282bb310,O3,,3.0,,,,10000.0,8.23442915237231e+18,COMPLETE,2026-09-04T09:37:02+02:00,2026-09-04T09:37:02+02:00,0.0012782169505953789,results/reviewer_robustness/A3_finite_shot/estimator_runs/a3est-1d29014a4c3b07efb408.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,623e42097292a26032959f6f8e7b3e7727d30efbdea743940336438e888777e8
A3_ALPHA_SHOT_ESTIMATOR,a3est-1d4004d2722d950b0356,task-v2-a4fc95665697,g-e23fad4558949e26,O3,,3.0,,,,100000.0,7.941633536129229e+18,COMPLETE,2026-09-04T09:37:06+02:00,2026-09-04T09:37:06+02:00,0.007918103598058224,results/reviewer_robustness/A3_finite_shot/estimator_runs/a3est-1d4004d2722d950b0356.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,623e42097292a26032959f6f8e7b3e7727d30efbdea743940336438e888777e8
A3_ALPHA_SHOT_ESTIMATOR,a3est-1d517c49581e1110b089,task-v2-cb6317a18cf3,g-f6afb3a3727100d3,O3,,3.0,,,,10000.0,9.03209641226272e+18,COMPLETE,2026-09-04T09:36:53+02:00,2026-09-04T09:36:53+02:00,0.0021791737526655197,results/reviewer_robustness/A3_finite_shot/estimator_runs/a3est-1d517c49581e1110b089.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,623e42097292a26032959f6f8e7b3e7727d30efbdea743940336438e888777e8
A3_ALPHA_SHOT_ESTIMATOR,a3est-1d649a4396371cd12b33,task-v2-66ecfca58e61,g-b9a8415aa1799cc5,O0,,3.0,,,,100000.0,3.502782392419291e+18,COMPLETE,2026-09-04T09:36:45+02:00,2026-09-04T09:36:45+02:00,0.03155232407152653,results/reviewer_robustness/A3_finite_shot/estimator_runs/a3est-1d649a4396371cd12b33.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,623e42097292a26032959f6f8e7b3e7727d30efbdea743940336438e888777e8
A3_ALPHA_SHOT_ESTIMATOR,a3est-1d69b9458504ed65b9dc,task-v2-00b7b12999ba,g-28cd30a80498cca2,O0,,3.0,,,,100000.0,3.505431648308966e+18,COMPLETE,2026-09-04T09:36:51+02:00,2026-09-04T09:36:51+02:00,0.014328439719974995,results/reviewer_robustness/A3_finite_shot/estimator_runs/a3est-1d69b9458504ed65b9dc.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,623e42097292a26032959f6f8e7b3e7727d30efbdea743940336438e888777e8
A3_ALPHA_SHOT_ESTIMATOR,a3est-1d815dccc1e193a03358,task-v2-07632e755d52,g-a529fbde22ed09f4,O3,,3.0,,,,100000.0,1.842962977511987e+18,COMPLETE,2026-09-04T09:37:02+02:00,2026-09-04T09:37:02+02:00,0.007494257763028145,results/reviewer_robustness/A3_finite_shot/estimator_runs/a3est-1d815dccc1e193a03358.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,623e42097292a26032959f6f8e7b3e7727d30efbdea743940336438e888777e8
A3_ALPHA_SHOT_ESTIMATOR,a3est-1d98b7508bc7188440b2,task-v2-30409dd5a775,g-686fdbb6f8f550f1,O0,,3.0,,,,100000.0,1.0036259228279163e+18,COMPLETE,2026-09-04T09:36:57+02:00,2026-09-04T09:36:57+02:00,0.008322590962052345,results/reviewer_robustness/A3_finite_shot/estimator_runs/a3est-1d98b7508bc7188440b2.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,623e42097292a26032959f6f8e7b3e7727d30efbdea743940336438e888777e8
A3_ALPHA_SHOT_ESTIMATOR,a3est-1d9a26d727e1047cc101,task-v2-5da0eece9ed4,g-fc8e50acd167f0aa,O3,,3.0,,,,1000.0,9.657783828723612e+17,COMPLETE,2026-09-04T09:36:57+02:00,2026-09-04T09:36:57+02:00,0.0005788709968328476,results/reviewer_robustness/A3_finite_shot/estimator_runs/a3est-1d9a26d727e1047cc101.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,623e42097292a26032959f6f8e7b3e7727d30efbdea743940336438e888777e8
A3_ALPHA_SHOT_ESTIMATOR,a3est-1db82cafb795e4b01115,task-v2-cb6317a18cf3,g-f6afb3a3727100d3,O3,,3.0,,,,100000.0,5.24111859430241e+18,COMPLETE,2026-09-04T09:36:55+02:00,2026-09-04T09:36:55+02:00,0.013725899159908295,results/reviewer_robustness/A3_finite_shot/estimator_runs/a3est-1db82cafb795e4b01115.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,623e42097292a26032959f6f8e7b3e7727d30efbdea743940336438e888777e8
A3_ALPHA_SHOT_ESTIMATOR,a3est-1dd02429ae3b5d05a717,task-v2-5da0eece9ed4,g-fc8e50acd167f0aa,O0,,3.0,,,,100000.0,9.208368592500846e+18,COMPLETE,2026-09-04T09:36:55+02:00,2026-09-04T09:36:55+02:00,0.011111688800156116,results/reviewer_robustness/A3_finite_shot/estimator_runs/a3est-1dd02429ae3b5d05a717.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,623e42097292a26032959f6f8e7b3e7727d30efbdea743940336438e888777e8
A3_ALPHA_SHOT_ESTIMATOR,a3est-1dda0c771edc2a2a4485,task-v2-693f08fcb4be,g-8c950d2bd101a5de,O0,,3.0,,,,10000.0,1.1978125692964408e+18,COMPLETE,2026-09-04T09:36:59+02:00,2026-09-04T09:36:59+02:00,0.0013227080926299095,results/reviewer_robustness/A3_finite_shot/estimator_runs/a3est-1dda0c771edc2a2a4485.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,623e42097292a26032959f6f8e7b3e7727d30efbdea743940336438e888777e8
A3_ALPHA_SHOT_ESTIMATOR,a3est-1deb500d170921d0ee12,task-v2-8ea177161d6a,g-4a80ed839b63ddd7,O0,,3.0,,,,1000.0,9.147693487202313e+17,COMPLETE,2026-09-04T09:36:44+02:00,2026-09-04T09:36:44+02:00,0.005002550780773163,results/reviewer_robustness/A3_finite_shot/estimator_runs/a3est-1deb500d170921d0ee12.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,623e42097292a26032959f6f8e7b3e7727d30efbdea743940336438e888777e8
A3_ALPHA_SHOT_ESTIMATOR,a3est-1df0986c66a9d7c670b3,task-v2-00b7b12999ba,g-28cd30a80498cca2,O0,,3.0,,,,10000.0,2.949557104897946e+18,COMPLETE,2026-09-04T09:36:50+02:00,2026-09-04T09:36:50+02:00,0.002636931836605072,results/reviewer_robustness/A3_finite_shot/estimator_runs/a3est-1df0986c66a9d7c670b3.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,623e42097292a26032959f6f8e7b3e7727d30efbdea743940336438e888777e8
A3_ALPHA_SHOT_ESTIMATOR,a3est-1df10db66043f49709f6,task-v2-00b7b12999ba,g-28cd30a80498cca2,O3,,3.0,,,,10000.0,4.032694111547712e+16,COMPLETE,2026-09-04T09:36:52+02:00,2026-09-04T09:36:52+02:00,0.0027570417150855064,results/reviewer_robustness/A3_finite_shot/estimator_runs/a3est-1df10db66043f49709f6.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,623e42097292a26032959f6f8e7b3e7727d30efbdea743940336438e888777e8
A3_ALPHA_SHOT_ESTIMATOR,a3est-1e2c9e4070e6074ece31,task-v2-a9de39f81405,g-0780828b282bb310,O3,,3.0,,,,100000.0,6.19080775748046e+18,COMPLETE,2026-09-04T09:37:03+02:00,2026-09-04T09:37:03+02:00,0.01085477601736784,results/reviewer_robustness/A3_finite_shot/estimator_runs/a3est-1e2c9e4070e6074ece31.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,623e42097292a26032959f6f8e7b3e7727d30efbdea743940336438e888777e8
A3_ALPHA_SHOT_ESTIMATOR,a3est-1e41e1c129c52db3116a,task-v2-cb6317a18cf3,g-f6afb3a3727100d3,O0,,3.0,,,,1000.0,5.851871781506574e+18,COMPLETE,2026-09-04T09:36:51+02:00,2026-09-04T09:36:51+02:00,0.000864790752530098,results/reviewer_robustness/A3_finite_shot/estimator_runs/a3est-1e41e1c129c52db3116a.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,623e42097292a26032959f6f8e7b3e7727d30efbdea743940336438e888777e8
A3_ALPHA_SHOT_ESTIMATOR,a3est-1e4db49d14ad30402435,task-v2-693f08fcb4be,g-8c950d2bd101a5de,O0,,3.0,,,,100000.0,7.580020163040466e+18,COMPLETE,2026-09-04T09:37:00+02:00,2026-09-04T09:37:00+02:00,0.011640562675893307,results/reviewer_robustness/A3_finite_shot/estimator_runs/a3est-1e4db49d14ad30402435.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,623e42097292a26032959f6f8e7b3e7727d30efbdea743940336438e888777e8
A3_ALPHA_SHOT_ESTIMATOR,a3est-1e530c657bbc0f367c38,task-v2-0880cdc8b47d,g-b9a8415aa1799cc5,O0,,3.0,,,,100000.0,1.4792710818951002e+18,COMPLETE,2026-09-04T09:36:45+02:00,2026-09-04T09:36:45+02:00,0.02132477518171072,results/reviewer_robustness/A3_finite_shot/estimator_runs/a3est-1e530c657bbc0f367c38.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,623e42097292a26032959f6f8e7b3e7727d30efbdea743940336438e888777e8
A3_ALPHA_SHOT_ESTIMATOR,a3est-1e5c46cbc4f730e0e183,task-v2-59fd840ba77c,g-64377640089a831f,O3,,3.0,,,,1000.0,7.874595556869791e+18,COMPLETE,2026-09-04T09:36:52+02:00,2026-09-04T09:36:52+02:00,0.0005493182688951492,results/reviewer_robustness/A3_finite_shot/estimator_runs/a3est-1e5c46cbc4f730e0e183.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,623e42097292a26032959f6f8e7b3e7727d30efbdea743940336438e888777e8
A3_ALPHA_SHOT_ESTIMATOR,a3est-1e624ffea5b68cbb8a74,task-v2-59fd840ba77c,g-64377640089a831f,O0,,3.0,,,,10000.0,5.473635708048858e+18,COMPLETE,2026-09-04T09:36:51+02:00,2026-09-04T09:36:51+02:00,0.001377045176923275,results/reviewer_robustness/A3_finite_shot/estimator_runs/a3est-1e624ffea5b68cbb8a74.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,623e42097292a26032959f6f8e7b3e7727d30efbdea743940336438e888777e8
A3_ALPHA_SHOT_ESTIMATOR,a3est-1e652f6e047f8e7598ba,task-v2-6dd269836f23,g-c45ecbe0242c6377,O0,,3.0,,,,1000.0,1.2130256102262505e+18,COMPLETE,2026-09-04T09:37:03+02:00,2026-09-04T09:37:03+02:00,0.0005050059407949448,results/reviewer_robustness/A3_finite_shot/estimator_runs/a3est-1e652f6e047f8e7598ba.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,623e42097292a26032959f6f8e7b3e7727d30efbdea743940336438e888777e8
A3_ALPHA_SHOT_ESTIMATOR,a3est-1e878aaf79581471c6df,task-v2-0880cdc8b47d,g-b9a8415aa1799cc5,O3,,3.0,,,,100000.0,4.832906195038993e+18,COMPLETE,2026-09-04T09:36:48+02:00,2026-09-04T09:36:48+02:00,0.024418563582003117,results/reviewer_robustness/A3_finite_shot/estimator_runs/a3est-1e878aaf79581471c6df.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,623e42097292a26032959f6f8e7b3e7727d30efbdea743940336438e888777e8
A3_ALPHA_SHOT_ESTIMATOR,a3est-1e8efcce7291ad1aca45,task-v2-a4fc95665697,g-e23fad4558949e26,O0,,3.0,,,,10000.0,2.032967634518979e+18,COMPLETE,2026-09-04T09:37:04+02:00,2026-09-04T09:37:04+02:00,0.0010775001719594002,results/reviewer_robustness/A3_finite_shot/estimator_runs/a3est-1e8efcce7291ad1aca45.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,623e42097292a26032959f6f8e7b3e7727d30efbdea743940336438e888777e8
A3_ALPHA_SHOT_ESTIMATOR,a3est-1e92c54586913c4d2057,task-v2-693f08fcb4be,g-8c950d2bd101a5de,O0,,3.0,,,,100000.0,7.543400176204136e+18,COMPLETE,2026-09-04T09:36:59+02:00,2026-09-04T09:36:59+02:00,0.010359660722315311,results/reviewer_robustness/A3_finite_shot/estimator_runs/a3est-1e92c54586913c4d2057.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,623e42097292a26032959f6f8e7b3e7727d30efbdea743940336438e888777e8
A3_ALPHA_SHOT_ESTIMATOR,a3est-1e9a6f9f2b39596fef66,task-v2-66ecfca58e61,g-b9a8415aa1799cc5,O0,,3.0,,,,10000.0,3.724790885482681e+18,COMPLETE,2026-09-04T09:36:44+02:00,2026-09-04T09:36:44+02:00,0.007941893301904202,results/reviewer_robustness/A3_finite_shot/estimator_runs/a3est-1e9a6f9f2b39596fef66.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,623e42097292a26032959f6f8e7b3e7727d30efbdea743940336438e888777e8
A3_ALPHA_SHOT_ESTIMATOR,a3est-1e9b6f501753ec4069d3,task-v2-07632e755d52,g-a529fbde22ed09f4,O3,,3.0,,,,1000.0,5.888403781907486e+18,COMPLETE,2026-09-04T09:37:01+02:00,2026-09-04T09:37:01+02:00,0.000614549033343792,results/reviewer_robustness/A3_finite_shot/estimator_runs/a3est-1e9b6f501753ec4069d3.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,623e42097292a26032959f6f8e7b3e7727d30efbdea743940336438e888777e8
A3_ALPHA_SHOT_ESTIMATOR,a3est-1ebc0a3fe2f95038dcab,task-v2-a4fc95665697,g-e23fad4558949e26,O3,,3.0,,,,1000.0,3.346806004693282e+16,COMPLETE,2026-09-04T09:37:05+02:00,2026-09-04T09:37:05+02:00,0.0004100622609257698,results/reviewer_robustness/A3_finite_shot/estimator_runs/a3est-1ebc0a3fe2f95038dcab.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,623e42097292a26032959f6f8e7b3e7727d30efbdea743940336438e888777e8
A3_ALPHA_SHOT_ESTIMATOR,a3est-1ecacc7a58352d89ba62,task-v2-59fd840ba77c,g-64377640089a831f,O3,,3.0,,,,1000.0,4.94791707847079e+18,COMPLETE,2026-09-04T09:36:53+02:00,2026-09-04T09:36:53+02:00,0.0005894443020224571,results/reviewer_robustness/A3_finite_shot/estimator_runs/a3est-1ecacc7a58352d89ba62.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,623e42097292a26032959f6f8e7b3e7727d30efbdea743940336438e888777e8
A3_ALPHA_SHOT_ESTIMATOR,a3est-1ece7cc09ac5759daf00,task-v2-30409dd5a775,g-686fdbb6f8f550f1,O3,,3.0,,,,100000.0,3.051284217542827e+18,COMPLETE,2026-09-04T09:36:59+02:00,2026-09-04T09:36:59+02:00,0.009604244492948055,results/reviewer_robustness/A3_finite_shot/estimator_runs/a3est-1ece7cc09ac5759daf00.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,623e42097292a26032959f6f8e7b3e7727d30efbdea743940336438e888777e8
A3_ALPHA_SHOT_ESTIMATOR,a3est-1ecfe3b6fef5e27a3d35,task-v2-59fd840ba77c,g-64377640089a831f,O0,,3.0,,,,1000.0,6.457258187860752e+18,COMPLETE,2026-09-04T09:36:51+02:00,2026-09-04T09:36:51+02:00,0.0005098311230540276,results/reviewer_robustness/A3_finite_shot/estimator_runs/a3est-1ecfe3b6fef5e27a3d35.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,623e42097292a26032959f6f8e7b3e7727d30efbdea743940336438e888777e8
A3_ALPHA_SHOT_ESTIMATOR,a3est-1ed10ce63aaf3d03c75f,task-v2-693f08fcb4be,g-8c950d2bd101a5de,O3,,3.0,,,,1000.0,1.046848905335762e+18,COMPLETE,2026-09-04T09:37:01+02:00,2026-09-04T09:37:01+02:00,0.00048778485506772995,results/reviewer_robustness/A3_finite_shot/estimator_runs/a3est-1ed10ce63aaf3d03c75f.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,623e42097292a26032959f6f8e7b3e7727d30efbdea743940336438e888777e8
A3_ALPHA_SHOT_ESTIMATOR,a3est-1eda3edeb27bc7eefd0b,task-v2-6dd269836f23,g-c45ecbe0242c6377,O0,,3.0,,,,1000.0,9.139506533997835e+18,COMPLETE,2026-09-04T09:37:03+02:00,2026-09-04T09:37:03+02:00,0.000500168651342392,results/reviewer_robustness/A3_finite_shot/estimator_runs/a3est-1eda3edeb27bc7eefd0b.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,623e42097292a26032959f6f8e7b3e7727d30efbdea743940336438e888777e8
A3_ALPHA_SHOT_ESTIMATOR,a3est-1edc9030b6d3fab227fd,task-v2-10d8be977e09,g-e23fad4558949e26,O3,,3.0,,,,100000.0,7.464236726511389e+18,COMPLETE,2026-09-04T09:37:03+02:00,2026-09-04T09:37:03+02:00,0.007977200672030449,results/reviewer_robustness/A3_finite_shot/estimator_runs/a3est-1edc9030b6d3fab227fd.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,623e42097292a26032959f6f8e7b3e7727d30efbdea743940336438e888777e8
A3_ALPHA_SHOT_ESTIMATOR,a3est-1ee1a8a17cdfd9b9eacd,task-v2-41f38ee1e3c2,g-2fa0de1665fa7816,O0,,3.0,,,,1000.0,2.522836097607361e+18,COMPLETE,2026-09-04T09:36:50+02:00,2026-09-04T09:36:50+02:00,0.00102196354418993,results/reviewer_robustness/A3_finite_shot/estimator_runs/a3est-1ee1a8a17cdfd9b9eacd.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,623e42097292a26032959f6f8e7b3e7727d30efbdea743940336438e888777e8
A3_ALPHA_SHOT_ESTIMATOR,a3est-1ee3137b6a78274e671e,task-v2-6dd269836f23,g-c45ecbe0242c6377,O3,,3.0,,,,10000.0,6.048678508211055e+18,COMPLETE,2026-09-04T09:37:05+02:00,2026-09-04T09:37:05+02:00,0.0010322276502847672,results/reviewer_robustness/A3_finite_shot/estimator_runs/a3est-1ee3137b6a78274e671e.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,623e42097292a26032959f6f8e7b3e7727d30efbdea743940336438e888777e8
A3_ALPHA_SHOT_ESTIMATOR,a3est-1ee476ef9c6acc9225c3,task-v2-8d35df6592f7,g-64377640089a831f,O3,,3.0,,,,10000.0,3.697504474753993e+18,COMPLETE,2026-09-04T09:36:58+02:00,2026-09-04T09:36:58+02:00,0.0016201529651880264,results/reviewer_robustness/A3_finite_shot/estimator_runs/a3est-1ee476ef9c6acc9225c3.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,623e42097292a26032959f6f8e7b3e7727d30efbdea743940336438e888777e8
A3_ALPHA_SHOT_ESTIMATOR,a3est-1ee79675d2a680bcafc8,task-v2-6dd269836f23,g-c45ecbe0242c6377,O0,,3.0,,,,100000.0,1.5668409735543644e+18,COMPLETE,2026-09-04T09:37:04+02:00,2026-09-04T09:37:04+02:00,0.007888361811637878,results/reviewer_robustness/A3_finite_shot/estimator_runs/a3est-1ee79675d2a680bcafc8.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,623e42097292a26032959f6f8e7b3e7727d30efbdea743940336438e888777e8
A3_ALPHA_SHOT_ESTIMATOR,a3est-1f089af5ee44811cc697,task-v2-693f08fcb4be,g-8c950d2bd101a5de,O3,,3.0,,,,10000.0,7.868386326570182e+18,COMPLETE,2026-09-04T09:37:01+02:00,2026-09-04T09:37:01+02:00,0.001315014436841011,results/reviewer_robustness/A3_finite_shot/estimator_runs/a3est-1f089af5ee44811cc697.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,623e42097292a26032959f6f8e7b3e7727d30efbdea743940336438e888777e8
A3_ALPHA_SHOT_ESTIMATOR,a3est-1f0bbaa22889e815aa60,task-v2-a11d89c8c060,g-ad76642cd3b9f76c,O0,,3.0,,,,10000.0,4.1344100894496e+18,COMPLETE,2026-09-04T09:36:45+02:00,2026-09-04T09:36:45+02:00,0.005959189496934414,results/reviewer_robustness/A3_finite_shot/estimator_runs/a3est-1f0bbaa22889e815aa60.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,623e42097292a26032959f6f8e7b3e7727d30efbdea743940336438e888777e8
A3_ALPHA_SHOT_ESTIMATOR,a3est-1f0e8a2898ed9d3c3711,task-v2-0880cdc8b47d,g-b9a8415aa1799cc5,O0,,3.0,,,,1000.0,1.1229304375680031e+18,COMPLETE,2026-09-04T09:36:43+02:00,2026-09-04T09:36:44+02:00,0.00452335923910141,results/reviewer_robustness/A3_finite_shot/estimator_runs/a3est-1f0e8a2898ed9d3c3711.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,623e42097292a26032959f6f8e7b3e7727d30efbdea743940336438e888777e8
A3_ALPHA_SHOT_ESTIMATOR,a3est-1f190220a0fe25779844,task-v2-693f08fcb4be,g-8c950d2bd101a5de,O0,,3.0,,,,100000.0,7.411312648767525e+17,COMPLETE,2026-09-04T09:37:00+02:00,2026-09-04T09:37:00+02:00,0.01000600028783083,results/reviewer_robustness/A3_finite_shot/estimator_runs/a3est-1f190220a0fe25779844.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,623e42097292a26032959f6f8e7b3e7727d30efbdea743940336438e888777e8
A3_ALPHA_SHOT_ESTIMATOR,a3est-1f1b6af7492304993173,task-v2-0880cdc8b47d,g-b9a8415aa1799cc5,O3,,3.0,,,,10000.0,4.730614860083751e+17,COMPLETE,2026-09-04T09:36:47+02:00,2026-09-04T09:36:47+02:00,0.006740306504070759,results/reviewer_robustness/A3_finite_shot/estimator_runs/a3est-1f1b6af7492304993173.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,623e42097292a26032959f6f8e7b3e7727d30efbdea743940336438e888777e8
A3_ALPHA_SHOT_ESTIMATOR,a3est-1f1d072170277afe63cb,task-v2-a9de39f81405,g-0780828b282bb310,O3,,3.0,,,,100000.0,8.031466637213725e+18,COMPLETE,2026-09-04T09:37:03+02:00,2026-09-04T09:37:03+02:00,0.010071984492242336,results/reviewer_robustness/A3_finite_shot/estimator_runs/a3est-1f1d072170277afe63cb.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,623e42097292a26032959f6f8e7b3e7727d30efbdea743940336438e888777e8
A3_ALPHA_SHOT_ESTIMATOR,a3est-1f1df076af64b5a7447f,task-v2-a9de39f81405,g-0780828b282bb310,O3,,3.0,,,,10000.0,3.555477424718315e+18,COMPLETE,2026-09-04T09:37:02+02:00,2026-09-04T09:37:02+02:00,0.001498168334364891,results/reviewer_robustness/A3_finite_shot/estimator_runs/a3est-1f1df076af64b5a7447f.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,623e42097292a26032959f6f8e7b3e7727d30efbdea743940336438e888777e8
A3_ALPHA_SHOT_ESTIMATOR,a3est-1f265134b9890c9ca4b9,task-v2-07632e755d52,g-a529fbde22ed09f4,O3,,3.0,,,,1000.0,8.996802994726374e+18,COMPLETE,2026-09-04T09:37:02+02:00,2026-09-04T09:37:02+02:00,0.0004190942272543907,results/reviewer_robustness/A3_finite_shot/estimator_runs/a3est-1f265134b9890c9ca4b9.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,623e42097292a26032959f6f8e7b3e7727d30efbdea743940336438e888777e8
A3_ALPHA_SHOT_ESTIMATOR,a3est-1f2caabfc2d10c5babd8,task-v2-59fd840ba77c,g-64377640089a831f,O3,,3.0,,,,100000.0,6.861975090426139e+18,COMPLETE,2026-09-04T09:36:54+02:00,2026-09-04T09:36:54+02:00,0.011150802485644817,results/reviewer_robustness/A3_finite_shot/estimator_runs/a3est-1f2caabfc2d10c5babd8.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,623e42097292a26032959f6f8e7b3e7727d30efbdea743940336438e888777e8
