task_id,graph_id,base_instance_id,size_stratum,tightness_level,target_n_edges,actual_n_edges,n_nodes,n_edges,n_qubits,resource_count,budget,budget_quantile,duplicate_budget,duplicate_feasible_set,n_candidate_routes,n_feasible_routes,route_feasible_fraction,state_space_size,n_feasible_states,feasible_state_fraction,n_optimal_states,optimal_cost,zero_feasible,task_build_time_s,exact_reference_time_s,representation_enumeration_time_s,structural_path_state_count,stress_level,base_index,stress_policy,target_feasible_route_count,actual_feasible_route_count,selection_reason,unique_resource_consumptions,achievable_distinct_feasible_sets,effective_distinct_stress_levels,stress_status,resource_support_min,resource_support_max,dilution_score,theoretical_min_positive_fraction
task-v2-6bb369c86974,g-4a80ed839b63ddd7,v2-S5-b002-g-4a80ed839b63ddd7,S5,D6,19,19,11,19,19,1,1824.0,,False,False,12,8,0.6666666666666666,524288,8,1.52587890625e-05,1,5.0,False,0.0005141524598002434,2.71506305038929,2.715060517191887,12,D6,2,distinct_feasible_route_cardinality,8,8,PREFERRED_EXACT,12,12,7,OK,1,1000,4.816479930623699,1.9073486328125e-06
task-v2-8ea177161d6a,g-4a80ed839b63ddd7,v2-S5-b002-g-4a80ed839b63ddd7,S5,D7,19,19,11,19,19,1,2920.0,,False,False,12,12,1.0,524288,12,2.288818359375e-05,1,5.0,False,0.0005141524598002434,2.7150634340941906,2.715060517191887,12,D7,2,distinct_feasible_route_cardinality,12,12,PREFERRED_EXACT,12,12,7,OK,1,1000,4.640388671568018,1.9073486328125e-06
task-v2-0880cdc8b47d,g-b9a8415aa1799cc5,v2-S5-b003-g-b9a8415aa1799cc5,S5,D1,19,19,11,19,19,1,454.0,,False,False,10,1,0.1,524288,1,1.9073486328125e-06,1,12.0,False,0.0005383267998695374,2.6814681701362133,2.6814643274992704,10,D1,3,distinct_feasible_route_cardinality,1,1,PREFERRED_EXACT,10,10,7,OK,1,1000,5.719569917615643,1.9073486328125e-06
task-v2-8ac52cd83f67,g-b9a8415aa1799cc5,v2-S5-b003-g-b9a8415aa1799cc5,S5,D2,19,19,11,19,19,1,637.0,,False,False,10,2,0.2,524288,2,3.814697265625e-06,1,12.0,False,0.0005383267998695374,2.6814669324085116,2.6814643274992704,10,D2,3,distinct_feasible_route_cardinality,2,2,PREFERRED_EXACT,10,10,7,OK,1,1000,5.418539921951662,1.9073486328125e-06
task-v2-e0ae4ea7992e,g-b9a8415aa1799cc5,v2-S5-b003-g-b9a8415aa1799cc5,S5,D3,19,19,11,19,19,1,1014.0,,False,False,10,3,0.3,524288,3,5.7220458984375e-06,1,12.0,False,0.0005383267998695374,2.6814665561541915,2.6814643274992704,10,D3,3,distinct_feasible_route_cardinality,3,3,ADAPTIVE_RESOLUTION_FILL,10,10,7,OK,1,1000,5.24244866289598,1.9073486328125e-06
task-v2-f09582cc278a,g-b9a8415aa1799cc5,v2-S5-b003-g-b9a8415aa1799cc5,S5,D4,19,19,11,19,19,1,1093.0,,False,False,10,4,0.4,524288,4,7.62939453125e-06,1,8.0,False,0.0005383267998695374,2.6814666520804167,2.6814643274992704,10,D4,3,distinct_feasible_route_cardinality,4,4,PREFERRED_EXACT,10,10,7,OK,1,1000,5.11750992628768,1.9073486328125e-06
task-v2-d6122c14c280,g-b9a8415aa1799cc5,v2-S5-b003-g-b9a8415aa1799cc5,S5,D5,19,19,11,19,19,1,1787.0,,False,False,10,6,0.6,524288,6,1.1444091796875e-05,1,8.0,False,0.0005383267998695374,2.681466653943062,2.6814643274992704,10,D5,3,distinct_feasible_route_cardinality,6,6,ADAPTIVE_RESOLUTION_FILL,10,10,7,OK,1,1000,4.941418667231999,1.9073486328125e-06
task-v2-0ec069828687,g-b9a8415aa1799cc5,v2-S5-b003-g-b9a8415aa1799cc5,S5,D6,19,19,11,19,19,1,2089.0,,False,False,10,8,0.8,524288,8,1.52587890625e-05,1,8.0,False,0.0005383267998695374,2.681466949172318,2.6814643274992704,10,D6,3,distinct_feasible_route_cardinality,8,8,PREFERRED_EXACT,10,10,7,OK,1,1000,4.816479930623699,1.9073486328125e-06
task-v2-66ecfca58e61,g-b9a8415aa1799cc5,v2-S5-b003-g-b9a8415aa1799cc5,S5,D7,19,19,11,19,19,1,2287.0,,False,False,10,10,1.0,524288,10,1.9073486328125e-05,1,8.0,False,0.0005383267998695374,2.681466968730092,2.6814643274992704,10,D7,3,distinct_feasible_route_cardinality,10,10,PREFERRED_EXACT,10,10,7,OK,1,1000,4.719569917615643,1.9073486328125e-06
task-v2-0b36d078e255,g-ad76642cd3b9f76c,v2-S5-b004-g-ad76642cd3b9f76c,S5,D1,19,19,11,19,19,1,799.0,,False,False,12,1,0.08333333333333333,524288,1,1.9073486328125e-06,1,16.0,False,0.0005165180191397667,2.6840119874104857,2.684008127078414,12,D1,4,distinct_feasible_route_cardinality,1,1,PREFERRED_EXACT,12,12,7,OK,1,1000,5.719569917615643,1.9073486328125e-06
task-v2-f27d61c02d71,g-ad76642cd3b9f76c,v2-S5-b004-g-ad76642cd3b9f76c,S5,D2,19,19,11,19,19,1,888.0,,False,False,12,2,0.16666666666666666,524288,2,3.814697265625e-06,2,16.0,False,0.0005165180191397667,2.6840106220915914,2.684008127078414,12,D2,4,distinct_feasible_route_cardinality,2,2,PREFERRED_EXACT,12,12,7,OK,1,1000,5.418539921951662,1.9073486328125e-06
task-v2-6ee4e9bb2f23,g-ad76642cd3b9f76c,v2-S5-b004-g-ad76642cd3b9f76c,S5,D3,19,19,11,19,19,1,1211.0,,False,False,12,3,0.25,524288,3,5.7220458984375e-06,1,13.0,False,0.0005165180191397667,2.6840103194117546,2.684008127078414,12,D3,4,distinct_feasible_route_cardinality,3,3,ADAPTIVE_RESOLUTION_FILL,12,12,7,OK,1,1000,5.24244866289598,1.9073486328125e-06
task-v2-a11d89c8c060,g-ad76642cd3b9f76c,v2-S5-b004-g-ad76642cd3b9f76c,S5,D4,19,19,11,19,19,1,1240.0,,False,False,12,4,0.3333333333333333,524288,4,7.62939453125e-06,2,13.0,False,0.0005165180191397667,2.684010298922658,2.684008127078414,12,D4,4,distinct_feasible_route_cardinality,4,4,PREFERRED_EXACT,12,12,7,OK,1,1000,5.11750992628768,1.9073486328125e-06
task-v2-01f33dead804,g-ad76642cd3b9f76c,v2-S5-b004-g-ad76642cd3b9f76c,S5,D5,19,19,11,19,19,1,1472.0,,False,False,12,6,0.5,524288,6,1.1444091796875e-05,3,13.0,False,0.0005165180191397667,2.684010378085077,2.684008127078414,12,D5,4,distinct_feasible_route_cardinality,6,6,ADAPTIVE_RESOLUTION_FILL,12,12,7,OK,1,1000,4.941418667231999,1.9073486328125e-06
task-v2-2bbd08239dbd,g-ad76642cd3b9f76c,v2-S5-b004-g-ad76642cd3b9f76c,S5,D6,19,19,11,19,19,1,1710.0,,False,False,12,8,0.6666666666666666,524288,8,1.52587890625e-05,1,10.0,False,0.0005165180191397667,2.68401069752872,2.684008127078414,12,D6,4,distinct_feasible_route_cardinality,8,8,PREFERRED_EXACT,12,12,7,OK,1,1000,4.816479930623699,1.9073486328125e-06
task-v2-110f51ef504a,g-ad76642cd3b9f76c,v2-S5-b004-g-ad76642cd3b9f76c,S5,D7,19,19,11,19,19,1,2489.0,,False,False,12,12,1.0,524288,12,2.288818359375e-05,1,10.0,False,0.0005165180191397667,2.6840111734345555,2.684008127078414,12,D7,4,distinct_feasible_route_cardinality,12,12,PREFERRED_EXACT,12,12,7,OK,1,1000,4.640388671568018,1.9073486328125e-06
